,Title,genres
488,Ciao For Now,Travel
489,"The Secret (The Secret, #1)","Spirituality,Self Help"
490,天国大魔境 9 [Tengoku Daimakyō 9],Manga
491,"Speak: Find Your Voice, Trust Your Gut, and Get from Where You Are to Where You Want to Be","Business,Self Help"
492,Dessert Person: Recipes and Guidance for Baking with Confidence: A Baking Book,Cookbooks
493,All the Lies They Did Not Tell,Religion
494,"The Forever War (The Forever War, #1)",Science Fiction
495,"City of Bones (The Mortal Instruments, #1)","Fantasy,Paranormal,Young Adult"
496,Wine Girl EXPORT,Cookbooks
497,Birth Control: The Insidious Power of Men Over Motherhood,Nonfiction
498,"Bleach, Vol. 1 (Bleach, #1)",Manga
499,Star Child: A Biographical Constellation of Octavia Estelle Butler,Poetry
500,Pure Colour,Philosophy
501,I Am Homeless If This Is Not My Home,Humor
502,"The Book Woman&#39;s Daughter (The Book Woman of Troublesome Creek, #2)",Historical Fiction
503,The Third Baseman (The New York Lions #1),Sports
504,"84, Charing Cross Road",Classics
505,Kon-Tiki,Travel
506,High Fidelity,Music
507,"Vampire Knight, Vol. 1 (Vampire Knight, #1)",Manga
508,Karen&#39;s Birthday,"Childrens,Graphic Novels"
509,Anatomy of the Spirit: The Seven Stages of Power and Healing,Spirituality
510,"The Funtime Show (Ellie Jordan, Ghost Trapper #19)",Horror
511,The Hunt,"LGBT,Mystery,Contemporary,Fiction,Crime,Thriller"
512,The Skull,"Fantasy,Horror,Art,Graphic Novels"
513,"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)","Fiction,Nonfiction,Historical Fiction"
514,Clouds Over California,Childrens
515,Don&#39;t Touch that Flower,Childrens
516,"When It Falls Apart (The D&#39;Angelos, #1)",Chick Lit
517,The New Wife,"Thriller,Mystery"
518,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art
519,"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",Psychology
520,The Undercover Secretary,History
521,On the Rooftop,Music
522,Uncultured: A Memoir,Religion
523,"Wyrd Sisters (Discworld, #6; Witches, #2)",Humor
524,"The New Mediterranean Diet Cookbook: The Optimal Keto-Friendly Diet that Burns Fat, Promotes Longevity, and Prevents Chronic Disease (#16, Keto for Your Life)",Cookbooks
525,The Last Cuentista,"Science Fiction,Young Adult"
526,Blue Hawaiian (Blackwood Cellars #1),Travel
527,Benjamin Franklin: An American Life,Biography
528,"今、恋をしています。 6 [Ima, Koi Wo Shite Imasu 6] (Ima Koi: Now I&#39;m in Love, #6)","Manga,Graphic Novels"
529,"The Night Eaters, Vol. 1: She Eats the Night","Graphic Novels,Comics"
530,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Paranormal
531,House Woman,Horror
532,Brain Food: The Surprising Science of Eating for Cognitive Power,Cookbooks
533,"Tested (Legacy of Magic, #4)",Humor
534,"The Honeymooner (Paradise Bay, #1)",Travel
535,Stillness Is the Key,"Spirituality,Psychology,Business,Philosophy,Self Help"
536,One of the Girls,Mystery
537,"Soul of Light and Shadow (Lords of the Underworld, #1)",Paranormal
538,"Monstress, Vol. 1: Awakening","Graphic Novels,Comics"
539,"Queen of Babble (Queen of Babble, #1)",Chick Lit
540,The Paris Library,Historical Fiction
541,Astrophysics for People in a Hurry,Science
542,Never Saw You Coming,Religion
543,The Club,Crime
544,"The Wager: A Tale of Shipwreck, Mutiny and Murder","History,Crime"
545,The Rape of Nanking: The Forgotten Holocaust of World War II,History
546,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,"History,Nonfiction,Biography"
547,Killingly,"Mystery,Horror,LGBT,Historical Fiction"
548,"It Ends with Us (It Ends with Us, #1)","Contemporary,Romance"
549,"Cold Snap (Cold Justice® - Most Wanted, #3)",Suspense
550,The Cruise,"Contemporary,Romance,Chick Lit"
551,Burnout: The Secret to Unlocking the Stress Cycle,"Psychology,Science,Self Help"
552,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,Travel
553,Halfway to You,"Travel,Chick Lit"
554,"Edge of Valor (Edge of Collapse, #7)",Science Fiction
555,ゆびさきと恋々 5 [Yubisaki to Renren 5],Manga
556,チェンソーマン 13 [Chainsaw Man 13],Comics
557,呪術廻戦 21 [Jujutsu Kaisen 21],Manga
558,The Artist's Way: A Spiritual Path to Higher Creativity,"Spirituality,Art"
559,The Intelligent Investor,Business
560,Abeni&#39;s Song,"Science Fiction,Childrens,Young Adult"
561,The Homemade Pantry: 101 Foods You Can Stop Buying and Start Making: A Cookbook,Cookbooks
562,Blind Bake (Maddie Baker Mystery #1),Humor
563,On a Quiet Street,"Fiction,Suspense,Thriller"
564,Jemima J,Chick Lit
565,History of Art,Art
566,Mary Anne&#39;s Bad Luck Mystery,Graphic Novels
567,"Roses, in the Mouth of a Lion",Religion
568,Cloud Cuckoo Land,Historical Fiction
569,"The Last Drop of Hemlock (Nightingale Mysteries, #2)",LGBT
570,Almost Everything: Notes on Hope,Spirituality
571,Someone Else&#39;s Shoes,"Contemporary,Romance,Chick Lit"
572,America&#39;s First Plague: The Deadly 1793 Yellow Fever Epidemic That Crippled a Young Nation,History
573,More Happy Than Not,LGBT
574,"School Days (SC Marva Collins, #1)",Science Fiction
575,Women &amp; Work: Bearing God’s Image and Joining in His Mission through our Work,Christian
576,Displacement,Graphic Novels
577,Land Sickness,Philosophy
578,Camp Damascus,"LGBT,Horror,Contemporary,Fiction,Thriller"
579,Milk &amp; Mocha: Our Little Happiness,"Humor,Graphic Novels,Comics"
580,The Power of Habit: Why We Do What We Do in Life and Business,"Psychology,Business,Nonfiction,Self Help"
581,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)","Fantasy,Christian,Childrens"
582,The Five People You Meet in Heaven,"Classics,Spirituality"
583,"The Risk (Briar U, #2)",Sports
584,Steeped in Malice (Tea by the Sea. #4),Mystery
585,Stars of Alabama,Religion
586,Toffee,Poetry
587,"The Bone Code (Temperance Brennan, #20)",Science
588,Elsewhere,Science Fiction
589,The Extremely Embarrassing Life of Lottie Brooks,Childrens
590,Never Give Your Heart to a Hookup (Never Say Never #2),"Contemporary,Romance"
591,"In Service of Death (DCI Logan Crime Thrillers, #17)","Crime,Thriller,Mystery"
592,"The Nice House on the Lake, Vol. 1",Comics
593,The 30-Day Alzheimer&#39;s Solution: The Definitive Food and Lifestyle Guide to Preventing Cognitive Decline,Cookbooks
594,"Court of Shadows (Institute of the Shadow Fae, #1)",Paranormal
595,鬼滅の刃 12 [Kimetsu no Yaiba 12],Manga
596,The Magdalene Deception (The Magdalene Chronicles #1),"Religion,Spirituality,Christian"
597,"Batman, Vol. 2: The Joker War","Graphic Novels,Comics"
598,Fire Rush,Music
599,"Dare You to Kiss the Quarterback (Rock Valley High, #1)",Music
600,In Her Shoes,Chick Lit
601,"Dead as a Doornail (Sookie Stackhouse, #5)",Paranormal
602,"The Year of Less: How I Stopped Shopping, Gave Away My Belongings, and Discovered Life Is Worth More Than Anything You Can Buy in a Store","Memoir,Nonfiction,Self Help"
603,A Certain Hunger,Horror
604,鬼滅の刃 16 [Kimetsu no Yaiba 16],Manga
605,The Purpose Driven Life: What on Earth Am I Here for?,"Religion,Christian"
606,"A Court This Cruel and Lovely (Kingdom of Lies, #1)",Paranormal
607,The Great Eggscape!,Childrens
608,SAKAMOTO DAYS 4,Manga
609,Yes Please,"Memoir,Humor,Nonfiction,Biography"
610,All the Forgivenesses,History
611,Salad Freak: Recipes to Feed a Healthy Obsession,Cookbooks
612,Dead Fall (Scot Harvath #22),"Fiction,Suspense,Thriller,Mystery"
613,Penance,Horror
614,The Judgment of Paris: The Revolutionary Decade That Gave the World Impressionism,Art
615,"Boyfriend Material (London Calling, #1)",LGBT
616,The Body Is Not an Apology: The Power of Radical Self-Love,"Psychology,Self Help"
617,In the Dream House,"Memoir,Nonfiction,LGBT"
618,My Best Friend's Exorcism,Horror
619,West with Giraffes,"History,Travel"
620,Before Us,Travel
621,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Business
622,"Over My Dead Body (Detective William Warwick, #4)",Art
623,"The Unhoneymooners (Unhoneymooners, #1)","Contemporary,Romance,Chick Lit"
624,Road to Surrender: Three Men and the Countdown to the End of World War II,"History,Nonfiction,Biography"
625,SAKAMOTO DAYS 12,Manga
626,"Spy×Family, Vol. 1 (Spy×Family, #1)","Manga,Comics"
627,Smitten Kitchen Every Day: Triumphant and Unfussy New Favorites,Cookbooks
628,怪獣8号 4 [Kaijū 8-gō 4],"Manga,Graphic Novels"
629,"The Anarchy: The East India Company, Corporate Violence, and the Pillage of an Empire",Business
630,"A Love Song for Liars (Rivals, #1)",Music
631,She Says She&#39;s My Daughter,Thriller
632,"Something is Killing the Children, Vol. 2",Comics
633,The Blind Side,Sports
634,Indelicacy,Art
635,SPQR: A History of Ancient Rome,History
636,"Reckless (Chestnut Springs, #4)",Sports
637,A Light in the Attic,"Poetry,Childrens"
638,From the Jump,Travel
639,"The Godfather (The Godfather, #1)",Crime
640,Hidden Valley Road: Inside the Mind of an American Family,"Psychology,History,Memoir,Nonfiction"
641,The Personal MBA: Master the Art of Business,Business
642,"Around the Board: Boards, Platters, and Plates: Seasonal Cheese and Charcuterie for Year-Round Celebrations and Elevated Gatherings",Cookbooks
643,チェンソーマン 9 [Chainsaw Man 9],Manga
644,The Sandman Vol. 2: The Doll's House,"Graphic Novels,Comics"
645,Man and His Symbols,Psychology
646,"The Man Who Died Twice (Thursday Murder Club, #2)",Crime
647,"The Garden (Into Shadow, #1)",Poetry
648,After the Sirens,Young Adult
649,"Burn It Down: Power, Complicity, and a Call for Change in Hollywood","History,Business,Nonfiction"
650,"Leviathan Falls (The Expanse, #9)",Science Fiction
651,"The Fire, the Water, and Maudie McGinn","Sports,Contemporary"
652,"Fifty Shades Freed (Fifty Shades, #3)",Romance
653,Red Sauce Brown Sauce,Cookbooks
654,"Spy×Family 4 (SpyxFamily, #4)","Manga,Comics"
655,"Realtime: Stories of Flight, Death and Emergency Medicine",Memoir
656,The Colony,Art
657,"BORUTO―ボルト― 17 ―NARUTO NEXT GENERATIONS― (Boruto: Naruto Next Generations, #17)",Manga
658,"Finale (Caraval, #3)",Romance
659,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)","Fantasy,Romance"
660,"Jurassic Park (Jurassic Park, #1)","Classics,Thriller,Science Fiction"
661,"Long Shadows (Amos Decker, #7)","Suspense,Crime"
662,Heartstrong,Biography
663,La banda dei carusi,Crime
664,Everything After,Music
665,The Perfect Girlfriend,Thriller
666,"Return of the Dragon Slayers (Dragonwatch, #5)",Childrens
667,Home Body,Poetry
668,One of the Boys,"Suspense,Thriller,Science Fiction"
669,The Violin Conspiracy,Music
670,The Lodge,Mystery
671,Despite Your (im)perfections. Dotrzymaj złożonej mi obietnicy,Young Adult
672,Black Heat,Young Adult
673,Life of Pi,"Fiction,Classics"
674,"The Maid (Molly the Maid, #1)","Fiction,Crime,Thriller,Mystery"
675,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike,Cookbooks
676,Two Boys Kissing,LGBT
677,"Black River (Rose Riley, #1)","Suspense,Crime"
678,Flowers for Algernon,Classics
679,Godshot,Religion
680,"Me Before You (Me Before You, #1)","Contemporary,Romance,Chick Lit"
681,"Limits (Beg, Borrow or Steal, #2)",Chick Lit
682,The Paris Daughter,Fiction
683,Perfectly Ordinary People,History
684,"The Family Upstairs (The Family Upstairs, #1)","Mystery,Suspense,Fiction,Crime,Thriller"
685,Don't Call Us Dead,Poetry
686,"Lilac Girls (Lilac Girls, #1)",Historical Fiction
687,Case Study,Psychology
688,The Gnostic Gospels,Religion
689,Before He Kills Again (Detective Cassie Rowan #1),Mystery
690,The Prophet,"Spirituality,Poetry,Classics,Philosophy,Religion"
691,"Cytonic (Skyward, #3)","Science Fiction,Young Adult"
692,"The Mercy of Snakes (Nameless: Season One, #5)",Horror
693,The Deep Sky,"Fantasy,LGBT,Science Fiction,Horror,Mystery,Fiction,Thriller"
694,Between Two Kingdoms: A Memoir of a Life Interrupted,Memoir
695,"The Many Lives of Mama Love: A Memoir of Lying, Stealing, Writing, and Healing","Memoir,Nonfiction"
696,Under the Magnolias,Christian
697,Women Don&#39;t Owe You Pretty,Self Help
698,Wolf (The Halloween Boys #3),Paranormal
699,Death&#39;s Obsession,Fantasy
700,"Leviathan Wakes (The Expanse, #1)",Science Fiction
701,"Endure: How to Work Hard, Outlast, and Keep Hammering",Philosophy
702,The Seven Year Slip,"Fantasy,Romance,Fiction"
703,Hunger Makes Me a Modern Girl,Music
704,Someone Else&#39;s Bucket List,Travel
705,"Dead to the World (Sookie Stackhouse, #4)",Paranormal
706,The Other Emily,Horror
707,The Wife Upstairs,"Suspense,Contemporary,Fiction,Crime,Thriller"
708,The House With All The Lights On,"Memoir,Nonfiction"
709,"A Study in Scarlet (Sherlock Holmes, #1)","Crime,Classics,Mystery"
710,The Guest List,"Mystery,Suspense,Fiction,Crime,Thriller"
711,The Ten Thousand Doors of January,Young Adult
712,"Death on the Nile (Hercule Poirot, #18)","Crime,Mystery"
713,Summer Love,Travel
714,A Witch&#39;s Sin (Neon Ghosts #1),"Thriller,Science Fiction"
715,When She Returned,Suspense
716,The Canyon&#39;s Edge,Poetry
717,The Twins of Auschwitz,History
718,"Committing to the Cowgirl (Colorado Cowgirls, #1)","Christian,Historical Fiction"
719,He Who Fights with Monsters 9 (He Who Fights with Monsters #9),Science Fiction
720,Spider-Man: The Lost Hunt (Spider-Man: The Lost Hunt (2022-2023)),Comics
721,First Family: George Washington&#39;s Heirs and the Making of America,"History,Biography"
722,Maureen (Harold Fry #3),Travel
723,"Kingdom of Ash (Throne of Glass, #7)","Fantasy,Romance,Young Adult"
724,Musical Tables: Poems,Poetry
725,Touch Her and Die (McRae Bodyguards #1),"Contemporary,Romance"
726,The Raven,Poetry
727,The Girl Who Survived,"Fiction,Crime,Thriller"
728,"Ciudades de humo (Trilogía Fuego, 1)",Science Fiction
729,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)","Fantasy,Young Adult,Childrens,Fiction"
730,"In Conclusion, Don&#39;t Worry About It",Self Help
731,Charm City Rocks,"Music,Humor"
732,Unscripted: The Epic Battle for a Media Empire and the Redstone Family Legacy,"Business,Biography"
733,"Watermelon (Walsh Family, #1)",Chick Lit
734,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Sports
735,Wrony,Art
736,Through the Woods,Graphic Novels
737,Warrior Girl Unearthed,Fantasy
738,"Nana. Tom 1 (Nana, #1)",Manga
739,Wall and Piece,Art
740,The Ugly History of Beautiful Things: Essays on Desire and Consumption,Art
741,"Protect Me (Immortal Vices and Virtues: Her Monstrous Mates, #3)",Paranormal
742,The Library of Broken Worlds,"Science Fiction,Young Adult"
743,"I&#39;d Like to Play Alone, Please: Essays","Memoir,Biography"
744,"Jujutsu Kaisen, Vol. 05",Manga
745,"Angela's Ashes (Frank McCourt, #1)","Memoir,Biography"
746,The Fisherman&#39;s Tomb: The True Story of the Vatican&#39;s Secret Search,Religion
747,Wonder Drug: The Secret History of Thalidomide in America and Its Hidden Victims,"History,Nonfiction,Science"
748,The Five-Star Weekend,"Fiction,Contemporary,Romance,Chick Lit"
749,Tìm mình trong thế giới hậu tuổi thơ,Spirituality
750,Cabin Fever: The Harrowing Journey of a Cruise Ship at the Dawn of a Pandemic,Science
751,"The Walking Dead, Vol. 1: Days Gone Bye","Graphic Novels,Comics"
752,"The Celestine Prophecy (Celestine Prophecy, #1)",Spirituality
753,Tastes Like War,"Psychology,History"
754,"The Lazy Genius Way: Embrace What Matters, Ditch What Doesn&#39;t, and Get Stuff Done",Christian
755,Falling,Mystery
756,"The Marlow Murder Club (Marlow Murder Club, #1)",Mystery
757,"Honey, Baby, Mine: A Mother and Daughter Talk Life, Death, Love",Nonfiction
758,Through the Groves: A Memoir,"Memoir,Nonfiction,LGBT,Biography"
759,The Sandman Vol. 7: Brief Lives,Comics
760,Strictly Pleasure (The Salinger Brothers #2),"Humor,Chick Lit"
761,The Nurse,Thriller
762,None of This Is True,"Mystery,Suspense,Contemporary,Fiction,Crime,Thriller"
763,Where the Wild Things Are,Childrens
764,The Three Deaths of Willa Stannard,Suspense
765,Ways of Seeing,Art
766,A Tree Grows in Brooklyn,Classics
767,"Hidden Systems: Water, Electricity, the Internet, and the Secrets Behind the Systems We Use Every Day",Childrens
768,"Allegiant (Divergent, #3)",Young Adult
769,Family Style: Memories of an American from Vietnam,"Comics,Graphic Novels,Biography,Nonfiction,History,Memoir,Young Adult"
770,The Lost Summers of Newport,Chick Lit
771,Cleopatra and Frankenstein,"Contemporary,LGBT"
772,Hudson and Tallulah Take Sides,Childrens
773,And There He Kept Her,LGBT
774,"Clothes, Clothes, Clothes. Music, Music, Music. Boys, Boys, Boys",Music
